17
813 900
824 104 -454
162 591 207
641 93 -180
567 22 184
759 33 542
276 21 60
310 636 484
82 9 625
358 718 -116
12 838 340
758 610 515
348 171 164
718 458 489
531 180 -275
866 250 -878
575 294 -209
428 397 228
151 263 290
305 157 -228
810 554 60
332 844 -349
686 788 708
136 654 -158
235 330 960
12 643 382
701 516 -411
119 456 -223
116 744 -873
804 56 568
500 6 -160
567 630 -967
144 441 838
196 489 -895
563 468 854
333 142 -566
144 686 -487
784 759 -403
861 571 -599
578 550 -394
410 801 -626
165 700 -171
854 628 -476
494 624 571
128 186 -673
346 772 825
810 54 940
218 267 -527
33 312 -353
638 576 627
406 153 -72
778 854 -319
228 62 732
571 841 -109
412 49 415
305 436 -225
895 736 -369
22 694 -855
334 804 -123
521 232 948
636 112 542
272 646 -9
36 822 462
209 440 -700
832 259 -425
786 692 -868
386 35 32
33 888 -564
204 697 -630
806 623 331
165 171 -628
631 167 -142
736 805 -306
187 800 -984
600 105 788
440 819 -469
580 381 539
262 94 350
533 839 285
715 602 353
45 661 -745
156 526 1
218 95 -318
61 797 704
577 658 679
157 714 160
212 771 -771
594 252 -813
841 2 738
409 681 137
254 583 -835
847 70 136
425 768 -941
508 238 281
406 300 422
20 338 -525
824 857 -276
313 284 885
347 864 554
289 364 -257
772 266 342
371 90 -935
331 306 -80
353 694 434
356 569 -422
895 175 -268
481 203 22
79 633 -188
799 808 882
623 236 461
554 187 -819
79 871 -754
544 537 589
472 107 -915
596 272 -26
301 642 -522
49 719 -805
149 92 -187
194 203 -590
821 324 -103
522 170 370
788 448 -851
802 514 984
161 730 -632
653 829 928
52 251 -698
751 873 281
131 223 -135
536 136 -64
373 522 82
339 51 954
171 787 868
885 302 -30
5 319 -432
809 377 647
322 537 915
138 803 -600
857 220 -705
632 48 665
825 176 -108
527 402 226
274 82 434
332 459 154
344 680 -730
252 667 620
354 690 -845
381 867 84
2 160 59
145 543 -328
504 617 218
392 806 892
562 200 -811
178 338 450
110 729 368
462 562 -375
290 536 621
540 877 975
44 791 -788
101 720 -161
798 753 -750
141 97 -252
820 109 82
654 778 393
264 871 765
889 399 788
506 782 879
801 193 889
609 144 -383
173 222 -846
845 167 94
448 24 92
704 753 -493
531 269 -407
765 398 -406
6 649 780
607 288 -91
845 175 -560
873 299 634
723 834 -954
591 339 768
782 119 -730
713 46 -644
98 731 679
536 712 671
287 785 332
725 299 -906
147 562 -890
6 341 581
29 698 886
729 691 -491
413 152 -474
871 307 394
672 679 -176
497 891 147
893 654 -939
597 582 154
551 277 -695
853 394 -589
860 187 638
229 317 -366
124 270 -671
120 61 985
505 15 54
417 280 198
587 409 -940
36 659 -124
780 21 -401
495 430 -460
641 537 708
826 122 -681
556 735 -1000
848 765 -395
120 440 968
616 773 -478
407 435 -624
782 580 927
210 301 89
629 475 -69
13 467 -475
336 516 -674
362 109 48
192 723 546
120 136 773
84 417 -537
193 463 -684
100 422 239
535 801 615
733 58 119
334 652 690
298 198 -71
184 28 318
634 656 155
386 345 -562
569 814 -374
764 811 -988
501 843 -206
303 495 825
839 140 468
850 399 -77
42 537 675
537 845 9
146 683 166
399 526 138
361 67 727
595 84 658
617 789 -72
356 842 -375
168 615 -404
712 802 11
580 526 -73
639 448 924
828 76 823
629 242 655
624 599 273
635 374 720
53 541 -30
160 16 107
715 555 -56
552 42 -525
836 196 590
718 662 619
647 288 -781
62 144 -57
702 332 749
486 850 -589
463 892 149
808 314 -85
698 652 -18
622 270 -214
257 123 350
467 727 -739
453 561 279
154 746 900
461 451 594
856 182 -417
839 346 638
542 325 -437
138 703 -253
208 632 946
525 437 -944
164 582 -252
635 789 618
133 102 623
253 58 -560
781 819 526
115 172 862
658 667 -976
478 449 -461
268 429 -35
430 268 331
19 841 -472
196 379 375
855 668 -160
590 337 999
23 433 535
660 446 5
894 21 700
161 334 73
99 666 -264
346 332 -160
462 748 738
576 518 -829
307 120 221
575 559 741
112 895 268
432 209 297
612 422 201
763 713 -432
27 484 -246
181 388 671
737 674 202
16 351 -897
15 263 465
14 811 975
461 795 -668
865 445 -389
15 353 -306
884 699 -5
787 639 29
458 360 362
779 89 -957
281 401 -382
706 375 -443
6 694 511
467 10 -767
822 445 -209
120 270 -489
27 262 582
103 611 450
330 350 426
378 466 887
527 425 -944
855 417 -135
797 353 717
809 419 576
412 309 -931
410 430 -293
525 572 776
40 423 281
149 228 -702
308 628 -755
209 270 -467
427 114 410
576 771 365
422 638 -110
505 226 200
409 310 796
532 392 928
328 342 787
76 126 -887
421 230 532
48 315 57
209 315 13
778 603 965
195 748 412
1 587 -256
461 290 897
357 866 509
868 428 714
794 255 417
741 728 745
679 792 -230
329 271 503
599 106 -859
351 576 78
410 398 284
258 311 718
224 461 -915
73 694 -508
68 58 611
540 348 -515
525 43 -324
210 554 -423
561 651 717
270 673 890
684 655 12
430 665 622
766 498 878
262 667 -545
564 618 261
373 777 744
87 127 155
603 255 -204
826 683 447
868 98 -831
792 457 -406
609 145 958
582 264 -469
646 24 222
653 692 679
868 686 98
226 232 -465
647 408 618
300 298 839
823 632 -487
796 233 971
841 167 725
456 326 300
373 185 621
377 409 981
36 710 811
276 506 652
534 550 765
593 689 -910
793 6 -346
866 407 426
884 878 414
613 775 138
326 881 -224
65 796 985
409 48 79
811 106 383
816 840 479
476 528 -746
832 845 -24
219 833 856
285 512 -992
545 881 -598
434 232 -934
566 116 699
72 358 277
754 268 -891
108 758 836
140 829 313
299 496 -897
835 130 140
230 393 167
874 626 -896
553 443 -232
29 34 -151
626 451 190
616 231 -554
509 737 -454
522 793 -928
811 799 726
796 785 -10
871 876 -851
423 207 -703
839 512 -261
398 241 460
289 872 686
4 67 -651
498 562 241
472 695 -706
266 173 -767
31 310 980
842 716 -176
405 851 851
560 53 507
319 516 798
870 314 -134
303 653 795
470 588 -49
409 193 -982
37 609 811
399 281 -369
238 856 -399
43 330 223
188 750 -621
605 628 472
264 708 -653
255 687 -137
588 193 -256
454 644 -149
625 291 -584
194 362 176
757 569 -23
306 213 -255
231 837 -535
751 325 -197
742 892 -567
538 82 -696
132 652 787
246 208 544
734 299 -234
74 512 506
813 67 -101
198 92 -594
304 789 -427
668 663 76
449 305 -386
636 640 -747
522 198 730
770 350 597
871 338 657
636 180 -462
296 119 484
613 326 272
699 256 447
646 527 -495
24 494 -2
871 361 270
880 190 -626
413 763 689
455 302 -500
629 309 -206
729 774 -102
687 446 850
435 737 777
97 414 -103
310 499 555
869 804
203 268 180
630 278 570
678 78 -652
838 774 134
27 305 -446
753 97 -248
225 129 353
658 108 462
321 44 -528
701 86 -964
108 161 -57
850 523 765
604 42 -53
107 775 -383
34 40 4
756 256 -219
740 694 778
612 262 -888
450 421 -646
320 558 194
354 669 775
314 579 -898
749 533 -520
755 266 -262
751 445 503
196 68 322
673 402 -157
530 67 910
338 396 -968
541 480 -935
348 792 -96
527 165 373
616 602 -76
284 869 -260
271 788 -101
438 576 -679
319 725 360
366 397 368
380 467 626
639 708 -642
538 511 -729
236 232 371
168 520 897
131 66 505
161 763 -883
845 540 242
568 170 238
236 447 -932
156 845 -799
755 672 1000
532 192 347
338 96 840
3 787 982
421 569 -829
812 781 -957
680 292 -942
130 701 -483
772 672 501
284 446 325
719 540 -38
256 172 634
16 328 -825
769 150 920
183 446 -388
432 321 -924
567 147 -959
1 537 -638
1 794 8
310 651 915
53 619 -37
262 260 -73
645 388 -510
765 248 -792
434 329 50
246 597 -643
184 349 -282
560 857 360
357 223 -4
633 112 -458
760 599 -915
405 776 -18
169 279 -300
637 797 -908
448 793 575
291 112 858
395 730 210
640 586 -506
83 813 359
311 41 -192
654 720 -629
326 389 -273
59 721 730
806 738 87
33 566 -714
278 651 -26
143 288 921
174 172 -167
209 458 -965
564 111 115
603 724 -436
822 341 -661
811 847 -935
245 745 -873
684 413 447
665 603 -987
572 740 -664
14 842 201
722 611 32
589 212 -29
282 723 542
611 797 -540
726 784 -747
545 535 -918
191 648 -428
783 811 -878
419 485 382
358 183 328
751 531 110
282 755 29
746 620 837
62 396 -678
448 488 -875
691 850 -909
473 433 261
312 70 328
458 40 661
809 667 355
681 218 -183
734 572 220
861 354 473
773 706 291
182 368 -750
166 767 747
270 477 -957
426 771 -119
742 755 714
378 482 154
764 20 423
850 371 -967
107 74 478
586 376 622
532 385 222
76 677 22
734 509 889
747 788 66
80 817 66
646 280 -896
553 360 -337
97 760 -940
283 285 -185
727 295 441
589 44 181
823 671 -625
67 597 -7
351 99 931
402 4 276
483 680 -115
861 429 -301
166 45 900
703 132 -144
689 788 651
125 687 972
693 773 -985
590 582 608
163 51 -715
710 395 -403
610 350 -243
565 30 -607
68 707 -591
270 803 117
317 176 -949
818 2 535
802 580 -538
119 242 168
219 38 590
52 685 -666
850 335 44
113 822 -723
458 710 -143
297 627 -677
110 609 -103
561 600 263
779 251 882
86 583 -346
447 152 148
546 182 337
800 686 -264
604 85 589
49 149 552
420 664 995
5 499 -292
671 557 -639
620 712 -258
108 739 -564
157 297 313
747 709 692
814 599 388
219 228 390
578 499 -517
869 227 -865
435 214 693
180 71 -67
822 165 -552
708 446 548
274 573 488
152 444 -948
752 156 131
222 611 447
507 559 425
127 456 -224
135 277 385
717 793 -680
267 796 943
690 103 794
802 611 -789
617 473 669
826 227 574
700 351 794
424 171 -585
273 527 474
458 279 -897
187 656 438
734 778 605
423 521 760
658 317 704
33 558 506
187 445 169
298 703 -224
858 714 -464
184 24 -276
43 173 -614
800 120 256
323 368 106
171 154 715
680 111 -570
224 634 492
290 33 -742
548 803 428
460 838 296
489 767 733
352 69 -31
765 573 -395
404 718 246
726 13 995
370 816 588
86 390 118
562 61 182
562 217 -202
101 745 230
660 856 -923
684 282 -464
499 250 -856
618 112 -718
814 685 288
420 461 825
127 484 937
219 59 246
479 239 583
38 454 -470
685 284 -727
458 316 676
282 663 306
718 740 -437
9 469 0
770 506 -81
71 774 907
518 293 212
466 574 807
381 508 84
5 765 564
116 288 -137
17 351 783
688 696 -610
281 368 995
338 79 -721
523 132 430
137 830 16
300 177 767
499 321 770
530 232 727
714 414 695
393 29 -38
492 173 -973
595 383 391
396 444 238
481 857 -612
123 110 445
801 483 533
175 261 -737
286 726 -356
533 33 -149
605 126 643
307 374 87
221 820 55
252 425 -557
33 514 -199
304 303 973
119 603 -47
669 433 326
61 60 -282
172 776 755
361 325 205
313 642 829
814 605 -569
227 381 27
153 821 -896
355 585 27
667 451 -918
436 732 710
620 295 375
554 274 -424
533 625 -299
463 169 718
242 333 -50
507 476 -721
788 14 180
849 743 -593
739 396 -226
771 385 -550
509 425 137
498 585 -660
48 321 704
76 490 -907
18 316 -850
246 85 -261
627 169 -805
182 607 972
587 35 760
822 709 -851
385 422 497
840 233 282
541 559 728
853 381 -793
796 454 421
431 792 980
168 525 -317
322 495 786
311 541 -351
642 732 436
425 731 -627
263 868 793
297 794 42
574 78 -795
479 95 -612
439 44 396
396 181 -917
146 718 -843
29 704 -605
514 484 -915
344 365 -73
21 502 962
616 384 614
188 500 -201
796 289 219
218 393 -160
657 853 72
293 444 342
147 23 -198
149 743 377
350 712 -199
97 337 795
252 395 -731
865 312 -646
815 278 -680
556 232 -849
321 606 -677
854 834 961
419 611 609
211 698 -207
444 687 -416
696 256 806
301 699 132
85 805 549
159 408 -593
120 557 -746
448 430 276
377 462 339
189 865 -896
176 21 113
121 826 -758
247 675 -513
735 575 -759
532 803 680
858 173 527
769 101 -792
708 161 -628
362 638 730
634 412 248
506 299 -405
853 278 -580
491 348 746
71 359 -990
445 320 7
215 707 410
453 587 -514
164 171 104
429 345 -42
388 202 784
461 799 943
26 581 -187
824 390 -645
81 808 -691
629 800 -944
359 544 -655
250 796 -112
144 291 -907
63 93 -343
824 485 -690
375 121 274
557 867 -771
180 583 717
243 624 512
390 251 62
642 778 118
300 601 -568
133 558 -503
212 120 -476
349 196 817
794 312 -593
313 747 263
747 86 857
811 389 702
361 643 83
199 237 549
839 262 635
138 650 -748
453 694 441
818 137 -535
626 702 -744
402 481 147
421 733 -265
868 802 978
391 766 249
151 651 844
223 863 844
389 298 671
416 216 -599
561 550 -893
104 191 -311
509 688 331
41 505 -891
800 447 -468
455 571 -358
504 56 -838
504 235 -413
530 598 -186
227 834 765
151 756 543
320 770 51
637 351 112
656 523 83
551 230 610
31 463 441
635 562 -989
395 243 990
621 59 924
403 19 121
741 736 755
633 29 367
220 181 282
498 208 365
845 741 -274
210 754 -457
251 121 -891
466 222 777
545 753 -586
779 503 729
174 770 669
642 778 -490
16 592 -936
201 632 434
415 18 -278
202 832 198
555 836 548
292 847 -811
465 64 252
609 452 -489
151 529 773
38 425 -108
355 761 -569
146 38 704
240 487 347
96 614 -802
244 720 -615
593 856 -663
61 301 -378
226 317 39
245 236 -698
306 460 949
226 414 862
102 405 -602
239 701 620
688 538 -615
848 213 -326
63 816 -124
534 187 -1000
656 42 -872
222 813 255
426 430 495
58 656 890
84 107 83
565 54 -823
396 566 217
282 503 366
161 20 -21
554 707 -27
474 197 -227
699 655 83
573 372 289
74 578 49
226 588 -735
811 459 166
307 798 784
295 104 487
224 737 -663
110 27 -608
132 182 629
764 198 -368
841 213 533
473 845 275
525 201 -32
477 672 570
468 165 -578
860 326 854
230 515 384
673 167 624
233 591 -300
599 99 -632
564 559 886
137 50 188
337 219 670
366 135 112
728 581 143
172 865 830
195 221 457
279 726 -274
96 540 223
841 299 -664
454 284 289
423 191 -38
744 583 420
562 493 476
495 464 -249
516 99 92
187 411 919
749 67 153
435 68 285
595 600 616
191 315 -168
170 195 -512
543 624 -651
163 636 680
684 443 -397
364 583 83
385 308 137
687 591 876
538 380 -59
118 85 799
330 738 -978
418 296 92
813 622 165
434 760 -599
869 640 53
507 858 292
497 287 -904
168 32 -721
586 21 -559
492 685 -550
739 808 -41
354 593 -566
619 213 -55
721 409 177
303 332 -657
373 157 61
824 552 -474
853 563 -180
300 464 -507
584 412 -255
190 334 -934
301 46 735
435 606 -392
747 733 -265
291 607 -432
311 157 -463
733 164 -770
647 323 396
32 622 750
698 748 -238
518 529 99
812 796 -331
535 277 -349
765 94 -101
733 321 143
95 180 368
708 293 389
442 572 -15
699 334 -652
64 16 -475
297 681 750
733 650 -351
363 595 437
361 174 559
323 168 -455
260 364 -136
197 195 120
168 810 611
461 564 -595
731 596 293
756 836 403
322 777 604
572 342 995
17 525 -406
388 467 80
851 560 312
110 152 -227
727 244 -221
738 832 -721
515 544 204
324 639 -615
653 773 824
651 731 -359
740 449 699
11 191 892
375 614 -345
141 69 309
263 783 476
702 451 404
340 407 59
2 598 -320
451 807 -965
851 286 646
572 341 357
31 614 -282
791 414 -66
288 188 731
125 29 754
515 402 -817
786 286 603
26 802 -534
849 535 37
124 727 -449
85 729 -735
725 366 903
451 541 863
441 563 781
262 436 842
575 861 -355
24 245 933
388 590 -591
531 847 -270
242 450 -659
436 319 -617
665 719 -839
575 815 -592
67 475 232
368 160 -625
445 760 533
428 379 -915
483 694 566
468 273 426
504 755 350
502 402 564
252 745 746
473 656 -371
630 656 893
388 170 -886
160 52 7
756 214 -101
117 869 -303
785 431 -893
38 654 852
836 5 -748
231 301 295
439 367 698
488 271 -856
723 466 224
419 296 -872
28 738 529
230 501 -611
489 352 56
96 649 -213
641 518 17
600 549 -272
682 57 556
691 445 -900
120 426 120
301 646 624
754 707 874
551 271 28
243 388 429
364 203 -744
847 633 -665
259 381 -648
167 68 -167
204 147 502
812 86 230
737 146 -578
490 429 583
298 321 -497
279 433 -85
843 721 992
177 803 -951
290 704 153
380 389 296
777 577 -260
663 292 764
73 664 760
65 706 -83
516 723 922
68 503 -783
77 785 327
346 770 -756
595 720 -825
424 784 -127
839 492 -636
674 578 -655
323 302 982
861 601 -349
483 414 220
635 436 -946
417 231 -588
545 636 -104
42 246 963
79 211 -147
782 515 783
330 681 -214
672 142 -89
426 116 -239
148 146 811
45 660 -538
444 564 -108
485 577 -834
758 485 -705
732 219 790
465 179 -157
210 557 -846
753 519 -652
741 504 -578
188 53 319
343 522 -210
621 226 703
213 80 -983
570 681 446
716 31 -651
755 464 -811
169 471 671
135 34 -957
630 222 536
136 767 -34
9 160 -724
341 808 -467
824 11 177
813 43 -604
220 182 -11
830 110 -125
722 705 74
819 777 0
776 283 -716
774 668 -592
48 802 -696
751 523 357
409 624 -714
552 702 694
145 58 137
539 622 -207
287 313 -123
788 500 810
859 562 774
795 556 -681
348 660 -324
217 301 82
